id;username;text;created_at;;;;;;;;;;;;;;;;
298;@BambangSuryanto-q5y;Menteri bisnis;2025-05-22T03:11:06Z;;;;;;;;;;;;;;;;
299;@vintagecaraudio;Maaf, saya tidak akan tertipu olehmu...;2025-05-22T01:21:53Z;;;;;;;;;;;;;;;;
300;@vintagecaraudio;"<a href=""https://www.youtube.com/watch?v=d9CShDimWHU"">https://www.youtube.com/watch?v=d9CShDimWHU</a>";2025-05-22T01:16:51Z;;;;;;;;;;;;;;;;
301;@vintagecaraudio;"<a href=""https://www.youtube.com/watch?v=d9CShDimWHU"">https://www.youtube.com/watch?v=d9CShDimWHU</a>";2025-05-22T01:16:39Z;;;;;;;;;;;;;;;;
302;@vintagecaraudio;KOK SAYA NGGAK PERCAYA OMONGANMU ...... SAMA SEKALI..!!!!!!;2025-05-22T01:15:49Z;;;;;;;;;;;;;;;;
303;@ahmedalgozali2823;Agenda de popolasi sudah mau dilakukan di Indonesia... Melalui vaksin... Wahai seluruh rakyat Indonesia🇮🇩 sadarlah.. Jangan mau  anak 2x kita, keluarga kita jadi kelinci percobaan ayo kita tolak agenda dajjal ini.;2025-05-22T00:42:24Z;;;;;;;;;;;;;;;;
304;@aprialissoeharto;covid itu bisa dikendalikan bukan karna vaksin nya tapi karna tubuh sudah terbiasa teman saya dikampung lansia maupun anak muda tidk ada yang vaksin tidak ada yang kena covid , saya dua kali vaksin covid 2 kali pula kena covid ,;2025-05-21T23:26:41Z;;;;;;;;;;;;;;;;
305;@samsulvnm;Data 100.000 korban TBC cuma tulisan bisa dibuat dg mudah oleh Menkes,terus kita diwajibkan percaya???orang tolol aja yg percaya DATA.;2025-05-21T17:50:04Z;;;;;;;;;;;;;;;;
306;@samsulvnm;Mentri kesehatan dg IDInya cari duit tambahan,gajinya kurang,TNI&amp;;;;;;;;;;;;;;;;;
307;@indonesiamerdeka8639;ini orang sangat berbahaya di nusantara jangan percaya omongan menkes ini;2025-05-21T17:38:48Z;;;;;;;;;;;;;;;;
308;@NurJani-x6k;Penduduk indonesia th1970 130 juta tapi sekarang sudah 280.juta yang mati sama yang lahir banyak yg mana;2025-05-21T17:04:44Z;;;;;;;;;;;;;;;;
309;@NurJani-x6k;Tolak tolak bohong;2025-05-21T16:57:35Z;;;;;;;;;;;;;;;;
310;@tatitati3593;Dicoba dulu sama Kel menteri kesehatannya,,baru kerakyatnya ,,bisnis owh,, bisnis;2025-05-21T16:49:00Z;;;;;;;;;;;;;;;;
311;@ErickLanta;Sepertinya menkes dapat keuntungan dengan ada nya trial ke 3 tbc di Indonesia <br>Waktu trial kedua  di afrika ternyata daya sembuh nya 50℅ dan itu tidak memenuhi standar dari kesehatan medis  yg seharusnya 60℅keatas;2025-05-21T16:36:16Z;;;;;;;;;;;;;;;;
312;@muhammadfikrialim5135;Revolusi sih harusnya, kacau sudah negara ini;2025-05-21T15:52:35Z;;;;;;;;;;;;;;;;
313;@adeskan1;Stroke mencapai angka 300rb meninggal pertahun atau 3xlipat dr TBC, kenapa dibilang paling tinggi?;2025-05-21T15:35:08Z;;;;;;;;;;;;;;;;
314;@adeskan1;oalah pak menteri yang mengajukan??;2025-05-21T15:28:20Z;;;;;;;;;;;;;;;;
315;@PutriTajir;Enkes Tolol;2025-05-21T15:16:51Z;;;;;;;;;;;;;;;;
316;@andigembes1460;Ngedabrussssssss....;2025-05-21T15:06:48Z;;;;;;;;;;;;;;;;
317;@mitaa6158;Percaya dama bu Sit Padilah;2025-05-21T14:33:58Z;;;;;;;;;;;;;;;;
318;@angakhoo9218;Bacoooooot 😂;2025-05-21T10:14:18Z;;;;;;;;;;;;;;;;
319;@dianjihan-i7f;DI INDONESIA KALO ORANG PENTING YANG NGOMONG WALAUPUN BOHONG DAN ORANG GAK PERCAYA PUN PEMERINTAH TETEP JALAN DAN TUTUP KUPING DARI KELUHAN MASYARAKAT😡;2025-05-21T08:45:19Z;;;;;;;;;;;;;;;;
320;@odettezilong2671;Saya sangat setuju diadakan vaksin di Indonesia ...jadi tinggal cari relawan yg terkena tbc utk melihat apakah vaksin nya manjur .<br>Intinya jangan berpikir negatif tetapi ambil positif nya utk kepentingan masyarakat Indonesia ini yg paling banyak menderita tbc .mohon kesadarannya pak buk;2025-05-21T08:34:41Z;;;;;;;;;;;;;;;;
321;@roynaldirualembaleme5143;Lebih percaya Pak Dharma Pongrekum daripada bapak ini;2025-05-21T07:06:46Z;;;;;;;;;;;;;;;;
322;@MrDSF-eh9cu;Nga deh vaksin amrik buat sakit bapak gua bangsat dari sehat jadi lemah apalagi bilbil kasih vaksin nga jelas, mending elo urusin yang kena tbc deh bukan yang sehat;2025-05-21T05:46:48Z;;;;;;;;;;;;;;;;
323;@Suharbegono;Temanku meninggal habis divaksin;2025-05-21T05:00:09Z;;;;;;;;;;;;;;;;
324;@murtado22;Vaksin aja seluruh pejabat ,jngn  rakyat...;2025-05-21T04:36:49Z;;;;;;;;;;;;;;;;
325;@beautycare1590;Para dokter aja dulu buat kelinci percobaan;2025-05-21T04:03:14Z;;;;;;;;;;;;;;;;
326;@SandySandy-u3z8j;Suruh aja debat sama ibu Fadilah sufari , ini konspirasi ulung cari uang;2025-05-21T03:27:38Z;;;;;;;;;;;;;;;;
327;@warnawarniomal3219;Hati hati dgn menteri ini, Prabowo kenapa orang ini nga diganti ya ? takut ya ?😃😃😃macan sdh tua.;2025-05-21T01:46:01Z;;;;;;;;;;;;;;;;
328;@nyiipeh8084;Sok atuh bapak dulu dan keluarga nya;2025-05-21T01:41:20Z;;;;;;;;;;;;;;;;
329;@nyiipeh8084;Yg byk gelandangan di Amerika, uji coba di sana aja;2025-05-21T01:40:49Z;;;;;;;;;;;;;;;;
330;@ibumardiyah1058;𝘾𝙊𝙑𝙄𝘿-19, 𝙑𝘼𝙆𝙎𝙄𝙉 𝙏𝘽𝘾..... 𝙋𝙀𝙈𝙐𝙎𝙉𝘼𝙃𝘼𝙉 𝙈𝘼𝙎𝙎𝘼𝙇 𝙏𝘼𝙉𝙋𝘼 𝙋𝙀𝙍𝘼𝙉𝙂 𝙁𝙄𝙎𝙄𝙆;2025-05-20T23:22:55Z;;;;;;;;;;;;;;;;
331;@RahmadOke158;Tak masuk akal kata kata Menkes ini;2025-05-20T19:03:32Z;;;;;;;;;;;;;;;;
332;@ikmalmaulana9243;Uji coba lah dulu ke seluruh petugas tenaga medis,supaya tenaga medis sehat tidak terkena TBC 😅.;2025-05-20T17:00:59Z;;;;;;;;;;;;;;;;
333;@MdxDriverStory;Rosi BAHAN PERTANYAAN NYA KURANG MANTEP .. KASIH PERTANYAAN NYA YANG BERKELAS .. KENAPA GAK DI NEGARA NYA ? KENAPA HARUS DI INDONESIA.. KNAPA INDONESIA GAK BISA MENOLAK ? HADEUUH;2025-05-20T16:01:08Z;;;;;;;;;;;;;;;;
334;@MdxDriverStory;MENKES WKWKWKWKWKWKWKW .... INI KONTEK NYA UNTUK UJI COBA KE MASYARAKAT INDONESIA .. KALAU VAKSIN YANG UDAH TERUJI ITU YA UDAH GAK MASLAAH UNTUK DI COBA .. NAH INI DI UJI DISINI ..KENALA GAK DI UJI DI NEGARA NYA ... LOGIKA GAK DI PAKE ..MENTERI ANEH;2025-05-20T15:59:27Z;;;;;;;;;;;;;;;;
335;@mukhtar6016;Budi Gunawan Sadikin adalah anteknya yahudi, konspirasi bisnis vaksin dgn mengorbankan rakyat Indonesia, menkes bgs tidak akan berani berdebat dg mantan Menkes dokter Padilah supari &amp;;;;;;;;;;;;;;;;;
336;@jeanchaniago;Indonesia ada wakil rakyat di DPR biar mereka dulu yg coba rakyat tinggal menonton.;2025-05-20T13:47:50Z;;;;;;;;;;;;;;;;
337;@MuhammadNaim-wt7bf;TBC ( Ta&#39;;;;;;;;;;;;;;;;;
338;@ridwanrusli8839;RAKYAT KAN SUDAH ADA WAKIL RAKYAT, SILAHKAN DI UJI KE SELURUH ANGGOTA DPR TK1,TK2 DAN KELUARGANYA + ANGGOTA DAN KELUARGA INSTITUSI POLRI + SELURUH MENTRI, WAKIL MENTRI, PEGAWAI DAN KELUARGANYA.<br>ITU SUDAH LEBIH DARI CUKUP UTUK UJI COBA, JANGAN RAKYAT DI JADIKAN UJI COBA.;2025-05-20T12:59:03Z;;;;;;;;;;;;;;;;
339;@eedmrp;Undang Pa Dharma Pongrekun, Ibu Siti Fadilah, drh. Indro Cahyono utk berdiskusi dgn MenKes;2025-05-20T11:59:55Z;;;;;;;;;;;;;;;;
340;@sriyono5558;Sudah tau bpk ini sebetul nya bukan ahli kesehatan tp org bisnis apa perbank kan hati&quot;;;;;;;;;;;;;;;;;
341;@ferdiari6310;Pernah dengar istilah <br>&quot;;;;;;;;;;;;;;;;;
342;@KENSHUUSULIT89;Jika Ternyata tidak ampuh maka para petinggi negara lah yang selamat dari vaksin itu. Begitu kah? Para petinggi negara juga harus membuat janji untuk menjamin kesehatan dan keselamatan penerima vaksin. Jangan bilang aman tapi belum menjamin jika ada efek buruk nya. 🙄😏;2025-05-20T09:50:14Z;;;;;;;;;;;;;;;;
343;@solikhin-uu8dj;mentri2 nya dan pejabat nya saja yg di vaksin ,masyarakat ga perlu vaksin masyarakat perlu makan yg baik;2025-05-20T09:49:19Z;;;;;;;;;;;;;;;;
344;@opazhesklinn1994;Tolakkkkkk vaksiiinnnnn. Hati2;2025-05-20T08:11:01Z;;;;;;;;;;;;;;;;
345;@SumarlinJayakusuma;Pentingnya  pemimpin yang jujur,pinter, pemberani, tidak mudah dikendalikan oleh orang asing,taat kepada allah tidak akan pernah menzolimin rakyatnya;2025-05-20T07:51:26Z;;;;;;;;;;;;;;;;
346;@rizalsri6790;Alasannya hsanya pembenaraan,sebelum ini tdk pernah menjadi topik bahwa tbc salah satu pembunuh terbanyak .;2025-05-20T07:44:29Z;;;;;;;;;;;;;;;;
347;@hestitrader1971;Harusnya yg pertama kali diuji cobakan vaksin pak mentri kesehatan kemudian seluruh jajaran pemerintahan... mau nggak tuh mrk... jangan rakyat yg dijadikan kelinci percobaan... penjelasan pak menkes itu boong semua;2025-05-20T07:38:30Z;;;;;;;;;;;;;;;;
348;@aseppartiem;uji coba d amerika aja si..napa hrus indo wkwkwk;2025-05-20T07:29:44Z;;;;;;;;;;;;;;;;
349;@aseppartiem;anggota dpr aja dlu pak yg jd uji coba.. mereka kan wakil rakyat.. kenapa hrus rakyat yg d korbankan;2025-05-20T07:26:47Z;;;;;;;;;;;;;;;;
350;@m.agungprakoso1803;BAHAYA ! PENJAJAHAN MEDIS OPERASI FILANTROPI GLOBALIS <br><br>Vaksin TBC Itu Uji Coba / Uji Kendali Populasi?, TBC(Tuberkolosis) Memang Masalah Serius Di Indonesia Apalagi Papua. Tp, Kenapa Indonesia Jadikan Lokasi Uji Coba?, Negara Dengan Populasi Besar dan Literasi Medis Rendah Sering Dipilih Karna ;;KESEHATAN&quot; Tapi, Kumpulan Data Genetik, Eksperimen Bioteknologi Didunia Nyata, Pengaruh Terhadap Kebijakan Negara-Negara Berkembang. &quot;Jika Kamu Mengontrol Kesehatan Rakyat, Kau Mengontrol Masa Depan Mereka&quot;.<br><br>Peran Elite Lokal Adalah Gerbang Masuk Neokolonialisme Biologis, Terlihat Jelas Kacung-Kacung Elite Nasional Berjabah Tangan Dengan Agen Elites Globalis. Prabowo Mewakili Elite Nasional Yg Mebuka Pintu Atas Nama &quot;KERJASAMA&quot; dan &quot;KEMANUSIAAN&quot;. Ini Bukan Kerjasama Setara, Tapi Pola Klasik Pusat Kekuasaan Global Menguji Teknologi Dipinggiran Kerajaan Romawi Dalam Hal Nusantara. <br><br>Narasi Filantropi = Trojan Horse Filantropi Gaya Bill Gates Bukan Amal Tapi Itu Investasi Sosial - Politik, Lewat Topeng Yayasan Dia Bisa , Masuk Ke Sistem Pendidikan, Mengontrol Arah Riset Kesehatan, Menentukan Arah Kebijakan Publik Tanpa Jabatan Resmi.<br><br>Indonesia Harus Menolak Menjadi Kelinci Percobaan. Masyarakat Berhak Atas ; Penjelasan Penuh dan Terbuka Soal Vaksin Yg Diujikan, Akses Data Klinik Tahap Awal, Hak Untuk Menolak Tanpa Tekaanan/Manipulasi. Aktivis Dan Rakyat Sadar Harus Bersuara, &quot;Kitong Bukan Laboratorium Manusia&quot;.<br><br>Vaksin TBC Konvensional : BCG (Bacillus Calmette-Guerin), Sudah Digunakan Sejak 1921. Vaksin Baru ( Misalnya : M72/AS01E Yg Didukung Gates Foundation ) Adalah Vaksin Berbasis Rekombinan Protein Dan Adjuvan Sintetis, Dikembangkan Oleh GSK dan Aeras ( Didanai Gates ). Tujuannya Diklaim Sebagai Peningkatan Efikasi Terhadap Strain TBC Modern, Namun : &quot;Semakin Kompleks Kandungan, Semakin Tinggi Potensi Efek Sistemik dan Imunologis&quot;.<br><br>Berdasarkan Laporan Uji Klinis Pengawsan Pasca-Penyuntikan Pada Vaksin Eksperimental TBC.<br>Efek Samping ; <br>1. Reaksi Lokal (Pembengkakan Ekstrem, Nyeri Lengan, Kemerahan Yg Lebih Luas Dibanding BCG Biasa<br>2. Demam Tinggi (Tanda Respon Imun Sistematik Yg Berlebihan<br>3. Gangguan Neurologis (Sakit Kepala Hebat, Kejang, Potensi Ancephalitis Ringan)<br>4. Autoimun (Ada Laporan Imun Tubuh Menyerang Jaringan Paru/Paradoxical Worsening)<br>5. Potensi Kerusakan Genetik (Jika Adjuvan/Teknologi mRNA/DNA terlibat (Meskipun Belum Diklaim Resmi Untuk TBC, Resiko Genotoksisitas Meningkat<br>6. Kematian Mendadak Sangat Jarang (Tapi Muncul Dalam Konteks Uji Coba Tidak Terawasi di Afrika/India), Dalam Proyek Vaksin HPV Yg Juga Didanai Gates Foundation<br><br>Resiko Khusus Untuk Indonesia, Genetik Populasi Asia Tenggara Belum Diuji Sekomprehensif Afrika/Eropa Dalam Uji Klinis Sebelumnya. Potensi Efek Samping Berbeda dan Lebih Berbahaya Karena Reaktifitas Imun Berbeda. Kondisi Sanitasi dan Gizi Masyarakat Yg Buruk Bisa Memperbesar Efek Samping. <br><br>Jika Vaksin TBC Globalis Ternyata Menggunakan :<br>1. Vaksin mRNA/DNA Berbasis Vektor ~ Kemungkinan Besar Dimasukkan Dengan Teknologi Transgenetik/Editing Imun<br>2. Adjuvan Seperti AS01 Atau Cpg-1018 ~ Dikenal Meningkatkan Respon Imun Tapi Juga Meningkatkan Risiko Gangguan Autoimun Jika Tidak Seimbang <br>3. Kendala Transparansi Data Uji Klinis Sering Tidak Dipublikasikan Penuh<br>4. Indonesia Sebagai Tempat Uji Jarang Punya Kontrol Independen Untuk Audit Efek Samping<br>5. Media Dikendalikan Narasi &quot;Kemanusiaan&quot;", Bukan Kedaulatan Medis <br><br>Kesimpulan : Vaksin TBC Besutan Jaringan Globalis Berpotensi Membawa Resiko Efek Samping Sistematik, Neurologis, dan Genetik. Apalagi Jika Dikembangkan Dengan Teknologi Eksperimental. Ditambah Potensi Neokolonialisme Medis, Indonesia Sedang Berada Diujung Tanduk Sebagai Ladang Uji Manusia.<br><br>Bagikan Sa Pu Coretan Ini Supaya Para Dokter, Nakes Dan Masyarakat Tidak Memakai Vaksin Ini Buat Para Penderita TBC, Karena Jika Terjadi Kita Bertanggung Jawab Atas Nyawa Orang Itu <br><br>Hormat"",2025-05-20T04:18:36Z"
351;@SumarjoJoe;Fokus ganggur biar gak di Vaksinasi <br>Biar mereka yang di Vaksinasi <br>Indonesia lawak lawak;2025-05-20T04:03:27Z;;;;;;;;;;;;;;;;
352;@kampungdurianruntuh2600;Kalau pemerintah setuju pemerintah saja yang vaksin untuk uji coba,,, jangan korban masyarakat untuk jadi kelinci percobaan;2025-05-19T23:30:09Z;;;;;;;;;;;;;;;;
353;@belolangi5500;Setahu saya penyakit TBC itu sdh bisa disembuhkan dengan obat dari Puskesmas ....gratis lagi. Mungkin Menkes belum tahu itu,  krn dia keahliannya  bukan kesehatan. Menkes itu keahliannya Teknik Nuklir   jadi Menkes...Bill Gates itu keahlian IT jadi urusin  Vacsin. Jadi mereka berfokus pada Bisnis...mencari keuntungan sebesar-besarnya. Mereka berdua itu elit global;2025-05-19T21:34:59Z;;;;;;;;;;;;;;;;
354;@dellavrill4877;Uji coba pertama vaksin tbc  menkes serta jajarannya..;2025-05-19T18:36:37Z;;;;;;;;;;;;;;;;
355;@faizalbintan8547;COBAIN KE ASN DULU KE KPLADIBAS DPRD MPR DAN BUOATI DAN GUBERNUR DANTERUS SELURUH PEGAWAI NEGERI KOK RAK YST PULAK YANG MAU KAU KORBANKAN UJI COBA;2025-05-19T17:33:19Z;;;;;;;;;;;;;;;;
356;@faizalbintan8547;SEBAIKNYA DI COBAKAN DULU KE ASN DAN SELURUH PEGAWAI KESEHATAN DI COBA AYOLAH DI SUNTIKKAN KE KALIAN DULU;2025-05-19T17:31:27Z;;;;;;;;;;;;;;;;
357;@NurKomaro;Menit 3.55 ini bukan uji coba tapi istilahnya clinical tryle... KAU mau bodohi rakyat dg istilah bahasa asing emangnya cuman RAIMU yg bisa bahasa asing CUOKK!!!;2025-05-19T16:58:22Z;;;;;;;;;;;;;;;;
358;@herbalmanjakaniaceh6215;TBC penyakit orang susah .... Kenapa g perbaiki saja ekonomi rakyat miskin ... Karena pola hidup dan lingkungan kurang baik plus kurang gizi ....;2025-05-19T16:57:36Z;;;;;;;;;;;;;;;;
359;@dtzeeor8558;Saya setuju kl yg di Vaksin buat Uji Coba para Ternak Mulyono aja;2025-05-19T16:44:15Z;;;;;;;;;;;;;;;;
360;@dtzeeor8558;Kl orang G meningggal Ntr Negara Penuhh dong pak.kwkkwwk sbnrya bnyk Orang Pinter tp Rewell sih...Program Ketahanan Pngan aja Masih Jalan tp FAKTANYA ttp bnyk yg mati Kelaparann..;2025-05-19T16:42:30Z;;;;;;;;;;;;;;;;
361;@Erdo_erdo;𝘽𝘼𝙂𝙐𝙎 𝙋𝘼𝙆 𝙈𝙀𝙉𝙏𝙀𝙍𝙄... 𝘽𝘼𝙂𝙐𝙎... 𝘽𝘼𝙂𝙐𝙎... 𝙆𝙀𝙍𝙅𝘼 𝘽𝘼𝙋𝘼𝙆 𝘽𝘼𝙂𝙐𝙎... 𝘽𝙄𝙇 𝙂𝘼𝙏𝙀 𝘽𝘼𝙉𝙂𝙂𝘼 𝙎𝘼𝙈𝘼 𝘽𝘼𝙋𝘼𝙆;2025-05-19T15:08:00Z;;;;;;;;;;;;;;;;
362;@ruang_koe;Pasti dibikin seolah2 TBC sangat mematikan😂😂halah...lagu lama.biar uangnya bisa cair.;2025-05-19T15:03:10Z;;;;;;;;;;;;;;;;
363;@SabaSakti;Ak tidak akan mengijinkan anakku jadi kelinci percobaan. Jahat sekali.;2025-05-19T14:52:41Z;;;;;;;;;;;;;;;;
364;@RusdiRusdi-g7u;Silat lidah antek asing,rakyat skrg tdk sebodoh sprti kerbau yg dicocok hidung&#39;;;;;;;;;;;;;;;;;
365;@fitrialya7173;Jadi curiga, apakah itu real dana hibah atau biaya yang dikenakan untuk proses uji coba😅 atau jangan jangan,. Itu dana untuk orang yang mau ikut uji coba, tapi disebut sebagai dana hibah agar masyarakat tidak dapat apapun🤔;2025-05-19T14:08:41Z;;;;;;;;;;;;;;;;
366;@zarkasih7831;Dagang mulu..rakyat pikirin go;2025-05-19T13:35:32Z;;;;;;;;;;;;;;;;
367;@qomarudinudin305;Hanya alloh yang bisa bikin sehat alloh maha besar;2025-05-19T13:08:49Z;;;;;;;;;;;;;;;;
368;@NA0110NO;Gila , efek samping Astrazeneca saja yang memiliki kandungan mercuri  yang menyebabkan pembekuan darah pemerintah gamau tanggung jawab;2025-05-19T11:45:16Z;;;;;;;;;;;;;;;;
369;@HarjitaHarjita-en6px;Mentri kau aja yang di jadikan percobaan, yang penting massa jangan mau.;2025-05-19T11:44:47Z;;;;;;;;;;;;;;;;
370;@KlayJo-c4l;Jadi teladan dong Pak, umumkan menteri kemenkes, pejabat eselon dan semua keluarganya akan sukarela menjadi percobaan vaksin ini😊;2025-05-19T11:18:48Z;;;;;;;;;;;;;;;;
371;@menggo-menggo;Kenapa gak BGS ini ya yg duluan?;2025-05-19T10:43:54Z;;;;;;;;;;;;;;;;
372;@menggo-menggo;Ini menteri titipan pihak global . <br>Ini nyata konspirasi global,<br>Bener kata pak dharma pongrekun terkait masalah ini, dan bang mongol stres pernah katakan bulan mei 2025 ada peluncuran vaksin, untuk mengontrol people.;2025-05-19T10:42:05Z;;;;;;;;;;;;;;;;
373;@muhammadnur5068;Mahasiswa harus turun ke jalan ini;2025-05-19T10:14:53Z;;;;;;;;;;;;;;;;
374;@RAJUDIN-oh9ls;Dajjal;2025-05-19T10:04:49Z;;;;;;;;;;;;;;;;
375;@gbgebs;The next level human traffic;2025-05-19T10:02:09Z;;;;;;;;;;;;;;;;
376;@yadiganteng8456;Hati hati sampean pak rakyat udah muak sama yg nama nya vaksin pak rakyat bergerak indonesia bergolak pak;2025-05-19T08:32:44Z;;;;;;;;;;;;;;;;
377;@yadiganteng8456;Makanya gak usah terima berita luar;2025-05-19T08:29:18Z;;;;;;;;;;;;;;;;
378;@imamsjafii9427;Lebih afdol vaksin TBC tsb diuji cobakan terlebih dahulu kepada Menkes sekeluarga  termasuk anak cucunya dg cara transparan disaksikan oleh tokoh masyarakat yg independen ( tidak mau terima suap );2025-05-19T07:50:49Z;;;;;;;;;;;;;;;;
379;@alvianbahari1911;Antek-antek asing;2025-05-19T07:48:49Z;;;;;;;;;;;;;;;;
380;@empontheasadiah4700;Bapak Menkes mau ga jadi orang pertama yg divaksin TBC produk BillGates?😂;2025-05-19T06:52:20Z;;;;;;;;;;;;;;;;
381;@sitiaisyah-pp9ek;Pertama yg harus di vaksin yg ngomong dulu terus anak istrinya baru ke orang lain;2025-05-19T06:40:23Z;;;;;;;;;;;;;;;;
382;@hennygracia2100;Menkes dan keluarganya dulu disuntik vaksin TBC nya, untuk percobaannya;2025-05-19T04:58:25Z;;;;;;;;;;;;;;;;
383;@jd6042;Bukan dokter kok mentri kssehatan ya bgini 😂😂😂;2025-05-19T04:47:47Z;;;;;;;;;;;;;;;;
384;@jokoyulianto6631;Walah parah.;2025-05-19T04:13:14Z;;;;;;;;;;;;;;;;
385;@senyumperantau6190;Program dajjal dan para budak2nya.;2025-05-19T04:03:22Z;;;;;;;;;;;;;;;;
386;@debbiastriliana5731;Maaf pak vaksin covid apakah benar-benar dinyatakan sukses klo masih ada yg cacat bahkan mati gara gara vaksin walaupun mungkin presentasi lebih kecil dibandingkan dari yang sehat setelah suntik vaksin meskipun begitu tetep aja ada korban yg gagal karna vaksin covid apa nyawa mereka ga berharga dimata kalian. Ingat pak setiap perbuatan pasti ada pertanggungjawaban nanti kalau ga kebuka didunia kita adili se-Indonesia diakhirat seluruh dosa rakyat Indonesia pindah kebapak semua .;2025-05-19T03:41:35Z;;;;;;;;;;;;;;;;
387;@bison7809;Kentut;2025-05-19T03:32:51Z;;;;;;;;;;;;;;;;
388;@debbiastriliana5731;Pak kalau mau rakyat sehat makanya bapak sama penjabat lainnya jangan memiskinkan rakyatnya kita yang bayar pajak bapak dan pejabat yg nikmatin hasilnya dengan gaji berpuluh juta sampai ratusan juta udh dikasih gaji besar ditambah korupsi lagi berapa banyak uang rakyat yg dihamburkan sumber daya alam Indonesia juga berlimpah tapi ga bikin rakyat sejahtera malah cuman dikelola asing dan swasta.;2025-05-19T03:30:43Z;;;;;;;;;;;;;;;;
389;@sutatiktakaful7286;Menkes dan keluarga nya dulu yg jadi kelinci percobaan vaksin tbc;2025-05-19T02:47:49Z;;;;;;;;;;;;;;;;
390;@jokoprayitno3254;Nolak lah yg sehat di vaksin..KLO mau uji coba vaksin tbc Menkes aja dulu di suntik vaksin ..berani gk;2025-05-19T02:39:07Z;;;;;;;;;;;;;;;;
391;@syahranm;Ya udah bpk aja paksin;2025-05-19T01:40:23Z;;;;;;;;;;;;;;;;
392;@syahranm;Klo mau uji coba , jangan ke masarakat dulu , coba ajah , ama penjabat penjabat yg suka makan uang rakyat;2025-05-19T01:37:17Z;;;;;;;;;;;;;;;;
393;@LoisLeonardo-f7b;Waduh ....<br>Awas ... Waspada ...<br>Kong king kong ...<br>Hang hing Hong ..<br>.<br>Hati hati ....;2025-05-19T01:17:40Z;;;;;;;;;;;;;;;;
394;@draktiviar6953;Yg jelas setelah BG datang. Menyumbang dana hibah yg katanya, katanya utk ujicoba vaksin, beritanya heboh..... Selama ini masaalah TBC tenang2 sajatuh/seperti tdk prioritas, kenapa...?, Apa murni dananya hibah.....;2025-05-19T00:45:48Z;;;;;;;;;;;;;;;;
395;@MangUpleDesiwermen;Pemerintah yang bijak itu melindungi rakyatnya,dengan cara memberikan layanan kesehatan secara mandiri, bukan dari pihak luar. Jangan paksakan kehendak kepada rakyat. Mendingan pemerintah bikin rakyat makmur dan sejahtera biar gak ada TBC.;2025-05-19T00:39:53Z;;;;;;;;;;;;;;;;
396;@akuera3696;Semoga pak prabowo  mau mendengar suara rakyatnya ( dr fadhila supari ,bapsk komjen darma pangrekun dan masyarat indonesia yg lain );2025-05-18T22:45:19Z;;;;;;;;;;;;;;;;
397;@GobangBali;😂😂😂😂 covid karna anggarannya di hapus jadi hilang ,jangan rakyat yg di korbankan ,kami tidak perlu vaksin silahkan para pejabatnya aja;2025-05-18T22:37:11Z;;;;;;;;;;;;;;;;
398;@CeriahatiPlay;Tolong jangan kami warga Indonesia dijadikan kelinci percobaan;2025-05-18T22:33:54Z;;;;;;;;;;;;;;;;
399;@HJAluh;Gak ngomong vaksin , Seluruh rakyat indonesia udah betbahaya . Jangan membodohi rakyat;2025-05-18T20:48:44Z;;;;;;;;;;;;;;;;
400;@HJAluh;Janagan tetlalu menjahati rakyat, VAKSIN OBAT BERACUN ,yg disuntik. <br>Kamu yg nyuruh , aja  yg di vaksin .;2025-05-18T20:47:18Z;;;;;;;;;;;;;;;;
401;@NeRaka-t1u;Jangan harapkan obat2 dari eropa, di Indonesia memiliki banyak obat2 herbal yg bisa membantu dalam mengatasi masalah kesehatan seperti TBC dan cacar. <br>Hati2....seribu alasan tetap rakyat Indonesia jadi kelinci percobaan terhadap adanya vaksin TBC. Dan kenapa harus Indonesia, kenapa bukan negara bill gates itu sendiri ?? <br>Ini perang ideologi dgn menggunakan senjata biologis. Betulkah ??;2025-05-18T20:43:38Z;;;;;;;;;;;;;;;;
402;@NANDARTRISANDI;Calon Di sertifikat lgi ini vaksin tbc  , jd apa&quot;;;;;;;;;;;;;;;;;
403;@wagank9234;Bajingan;2025-05-18T15:55:07Z;;;;;;;;;;;;;;;;
404;@mitututi;Klo penguasa dan pembesar negri ini beriman,mengimani isi alquraan TFK AKAN TERAYU OLEH YAHUDI.<br><br>Penguasa jgn terlihat polos dan lemah serta terlihat kurang ilmu<br><br>{ وَلَن تَرۡضَىٰ عَنكَ ٱلۡيَهُودُ وَلَا ٱلنَّصَٰرَىٰ حَتَّىٰ تَتَّبِعَ مِلَّتَهُمۡۗ قُلۡ إِنَّ هُدَى ٱللَّهِ هُوَ ٱلۡهُدَىٰۗ وَلَئِنِ ٱتَّبَعۡتَ أَهۡوَآءَهُم بَعۡدَ ٱلَّذِي جَآءَكَ مِنَ ٱلۡعِلۡمِ مَا لَكَ مِنَ ٱللَّهِ مِن وَلِيّٖ وَلَا نَصِيرٍ }<br>[Surat Al-Baqarah: 120]<br><br><br>Dan orang-orang Yahudi dan Nasrani tidak akan rela kepadamu (Muhammad) sebelum engkau mengikuti agama mereka. Katakanlah, &quot;;;;;;;;;;;;;;;;;
405;@anasako9660;Gue kapok divaksin bukannya tbh baik, malahan tambah penyakit2 aneh susah sembuh, penyesalan seumur hidup;2025-05-18T14:56:19Z;;;;;;;;;;;;;;;;
