id;username;text;created_at
128;@sitiaisyah-pp9ek;Pertama yg harus di vaksin yg ngomong dulu terus anak istrinya baru ke orang lain;19/05/2025 13:40
129;@hennygracia2100;Menkes dan keluarganya dulu disuntik vaksin TBC nya, untuk percobaannya;19/05/2025 11:58
130;@jd6042;Bukan dokter kok mentri kssehatan ya bgini ????????????;19/05/2025 11:47
131;@jokoyulianto6631;Walah parah.;19/05/2025 11:13
132;@senyumperantau6190;Program dajjal dan para budak2nya.;19/05/2025 11:03
133;@debbiastriliana5731;Maaf pak vaksin covid apakah benar-benar dinyatakan sukses klo masih ada yg cacat bahkan mati gara gara vaksin walaupun mungkin presentasi lebih kecil dibandingkan dari yang sehat setelah suntik vaksin meskipun begitu tetep aja ada korban yg gagal karna vaksin covid apa nyawa mereka ga berharga dimata kalian. Ingat pak setiap perbuatan pasti ada pertanggungjawaban nanti kalau ga kebuka didunia kita adili se-Indonesia diakhirat seluruh dosa rakyat Indonesia pindah kebapak semua .;19/05/2025 10:41
134;@bison7809;Kentut;19/05/2025 10:32
135;@debbiastriliana5731;Pak kalau mau rakyat sehat makanya bapak sama penjabat lainnya jangan memiskinkan rakyatnya kita yang bayar pajak bapak dan pejabat yg nikmatin hasilnya dengan gaji berpuluh juta sampai ratusan juta udh dikasih gaji besar ditambah korupsi lagi berapa banyak uang rakyat yg dihamburkan sumber daya alam Indonesia juga berlimpah tapi ga bikin rakyat sejahtera malah cuman dikelola asing dan swasta.;19/05/2025 10:30
136;@sutatiktakaful7286;Menkes dan keluarga nya dulu yg jadi kelinci percobaan vaksin tbc;19/05/2025 09:47
137;@jokoprayitno3254;Nolak lah yg sehat di vaksin..KLO mau uji coba vaksin tbc Menkes aja dulu di suntik vaksin ..berani gk;19/05/2025 09:39
138;@syahranm;Ya udah bpk aja paksin;19/05/2025 08:40
139;@syahranm;Klo mau uji coba , jangan ke masarakat dulu , coba ajah , ama penjabat penjabat yg suka makan uang rakyat;19/05/2025 08:37
140;@LoisLeonardo-f7b;Waduh ....<br>Awas ... Waspada ...<br>Kong king kong ...<br>Hang hing Hong ..<br>.<br>Hati hati ....;19/05/2025 08:17
141;@draktiviar6953;Yg jelas setelah BG datang. Menyumbang dana hibah yg katanya, katanya utk ujicoba vaksin, beritanya heboh..... Selama ini masaalah TBC tenang2 sajatuh/seperti tdk prioritas, kenapa...?, Apa murni dananya hibah.....;19/05/2025 07:45
142;@MangUpleDesiwermen;Pemerintah yang bijak itu melindungi rakyatnya,dengan cara memberikan layanan kesehatan secara mandiri, bukan dari pihak luar. Jangan paksakan kehendak kepada rakyat. Mendingan pemerintah bikin rakyat makmur dan sejahtera biar gak ada TBC.;19/05/2025 07:39
143;@DefAja-kk9ny;Dulu sukarelawan bill gates orang Afrika sekarang beralih ke indonesia????;19/05/2025 07:39
144;@akuera3696;Semoga pak prabowo  mau mendengar suara rakyatnya ( dr fadhila supari ,bapsk komjen darma pangrekun dan masyarat indonesia yg lain );19/05/2025 05:45
145;@GobangBali;???????????????? covid karna anggarannya di hapus jadi hilang ,jangan rakyat yg di korbankan ,kami tidak perlu vaksin silahkan para pejabatnya aja;19/05/2025 05:37
146;@CeriahatiPlay;Tolong jangan kami warga Indonesia dijadikan kelinci percobaan;19/05/2025 05:33
147;@HJAluh;Gak ngomong vaksin , Seluruh rakyat indonesia udah betbahaya . Jangan membodohi rakyat;19/05/2025 03:48
148;@HJAluh;Janagan tetlalu menjahati rakyat, VAKSIN OBAT BERACUN ,yg disuntik. <br>Kamu yg nyuruh , aja  yg di vaksin .;19/05/2025 03:47
149;@NeRaka-t1u;Jangan harapkan obat2 dari eropa, di Indonesia memiliki banyak obat2 herbal yg bisa membantu dalam mengatasi masalah kesehatan seperti TBC dan cacar. <br>Hati2....seribu alasan tetap rakyat Indonesia jadi kelinci percobaan terhadap adanya vaksin TBC. Dan kenapa harus Indonesia, kenapa bukan negara bill gates itu sendiri ?? <br>Ini perang ideologi dgn menggunakan senjata biologis. Betulkah ??;19/05/2025 03:43
150;@NANDARTRISANDI;"Calon Di sertifikat lgi ini vaksin tbc  , jd apa&quot;  harus punya sertifikat vaksin kaya waktu covid .. <br>Rakyat pasrah di paksakan vaksin karna mau apa&quot; harus punya persyratan seritifikat vaksin .. miris";19/05/2025 00:54
151;@wagank9234;Bajingan;18/05/2025 22:55
152;@mitututi;"Klo penguasa dan pembesar negri ini beriman,mengimani isi alquraan TFK AKAN TERAYU OLEH YAHUDI.<br><br>Penguasa jgn terlihat polos dan lemah serta terlihat kurang ilmu<br><br>{ ?????????? ?¶???Ò?≠???????¯ ???????ü?? ?Ò???≠???????è?????è ?????????? ?Ò?????????Ê???¯?Ò?????¯ ?????¶???????¯ ?¶???¶???????ê???? ???ê???????¶?????è???≠?? ???è???≠ ?ù?ê?????? ???è?????? ?Ò???????????ê ???è???? ?Ò???≠???è???????¯?? ???????????ê???ê ?Ò?¶???????????≠?¶?? ?ú?????≠?????????≠?????è?? ???????≠???? ?Ò???????¯?ê?? ?™???????≠???ü?? ???ê???? ?Ò???≠???ê???≠???ê ?????? ?????ü?? ???ê???? ?Ò???????????ê ???ê?? ???????ê?????? ?????????? ?????Ê?ê???Ò?ç }<br>[Surat Al-Baqarah: 120]<br><br><br>Dan orang-orang Yahudi dan Nasrani tidak akan rela kepadamu (Muhammad) sebelum engkau mengikuti agama mereka. Katakanlah, &quot;Sesungguhnya petunjuk Allah itulah petunjuk (yang sebenarnya).&quot; Dan jika engkau mengikuti keinginan mereka setelah ilmu (kebenaran) sampai kepadamu, tidak akan ada bagimu pelindung dan penolong dari Allah.";18/05/2025 22:40
153;@anasako9660;Gue kapok divaksin bukannya tbh baik, malahan tambah penyakit2 aneh susah sembuh, penyesalan seumur hidup;18/05/2025 21:56
154;@EXO48-l2l6i;Itu akal-akalan pengikut Dajjal aja, Indonesia hanya dimanfaatkan lewat penyakit TBC itu, tujuan mereka itu menyuntikkan cairan yg berbahaya utk mematikan manusia tanpa melalui perang. Suatu saat manusia akan dikontrol dgn sesuatu yg sdh tertanam didalam tubuh mereka, jadi dari jarak jauh bs dilenyapkan.;18/05/2025 21:13
155;@chinadramalover6618;MANTAN MENKES RI TERBAIK ADALAH IBU SITI FADILAH.. Éù?Éù?Éù?Éù?Éù?Éù?Éù?Éù?Éù?Éù?;18/05/2025 21:11
156;@EXO48-l2l6i;Pokoknya saya tidak setuju, jangan sampai paksa keluarga kami utk di suntik;18/05/2025 21:04
157;@Hariyanto-z8v;Kenapa dak dari dulu Vaksin Tbc di pakai, terus indonesia negara Miskin bpk, kan Indonesia punya Ahli kan coba produksi sendiri apa dak bisa. Vaksin ini harus di distribusikan ke Rmh.Sakit aja jng umum swasta. Ini mah proyek lagi kayak MLM aja ini Vaksin. Bpk saya kena Tbc dng pengobatan rutin bisa kok.;18/05/2025 20:31
158;@alimashduqi2030;Ora percoyo karo omonganem pak ,sy lebih percaya sama ibu Fadhilah Supari dan jendral Darma;18/05/2025 20:19
159;@hedrikgagah-oj7qn;Klo vaksin ini menurut bapak bagus mendingan di ujikan dulu ke pejabat pejabat supaya masyarakat tahu bahwa vaksin itu bagus apa ndak untuk kesehatan;18/05/2025 19:56
160;@SudiatiPaulbarangan;Buat presiden prabowo, ingat bangsa kita jadi incaran org barat. Mereka takut perang dengan indonesia namun dengan virus yg kata nya faksin;18/05/2025 18:57
161;@SudiatiPaulbarangan;Hati hati amerika antek antek nya banyak di indonesia.   Jgn mau di buat kelinci... Suruh org amerika sama antek antek nya yg pake sendiri;18/05/2025 18:55
162;@bonetarore1276;"Wkkk..stop vaksin.. Anda&quot; Orang pinter..eehh kami bukan orang bego ..,, anak cucu anda dan para pemimpin negara saja yg di vaksin";18/05/2025 17:59
163;@KunPifit;"RUMUS VAKSIN: DI MANA ADA BILL GATES DISITULAH ADA JUALAN OBAT... DGN CARA MENGELUARKAN DATA BODONG KEMISKINAN... WKKK... INDONESIA MASIH SAJA MAU DI BOHONGI.<br><br><br>MAKANYA JGN PERCAYA BANGET DATA KEMISKINAN YG UJUG2 NONGOL.  ITULAH MENGAPA  LEMBAGA LEMBAGA PBB ITU  TIDAK LAIN HANYA BERKEPENTINGAN NYARI DUIT  DGN MENGELUARKAN DATA MISKIN,  DIA AKAN MENEKAN BANGSA.  JGN &quot;GOBLOK&quot; WAHAI PRABOWO";18/05/2025 17:06
164;@alihasanbasri2443;Goblog goblog xu gu;18/05/2025 17:04
165;@alihasanbasri2443;Astagfirulloh kamu demi uang membunuh rakyanys;18/05/2025 17:02
166;@danangyulianto7742;Saya lebih percaya bu siti fadilah supari,sama sekali ga percaya sama menteri kesehatan yg ini<br>Dia dulu dan semua orang di kemenkes sama sekeluarganya yg divaksin;18/05/2025 16:10
167;@EviLatifah-i6t;Lah emang lomba<br>Sapa yang duluan dia yang dapat;18/05/2025 14:43
168;@EviLatifah-i6t;Hadeuh blunder dah<br>Kak Rosy bongkar teruuus kak<br>Rakyat menanti biar ngga terbohongi;18/05/2025 14:42
169;@Mermaid1050;Saya mendukung vaksin tbc. Karna di indonesia banyak yg terkena tbc;18/05/2025 14:24
170;@vooaurel3286;Terserah yg mau atau menolak....yang penting jangan MEMAKSA karena bertentangan dengan UUD HAM.<br>pertanyaannya menang mana UUD HAM VS UUD KESEHATAN OMNIBUSLAW.kita saksikan<br>Éù?DP(Dharma Pongrekun);18/05/2025 14:16
171;@wwnnetrall2114;Setelah ada vaksin TBc...baru saya dengar info kalau tbc sangat bnyak di indonesia???ú???ú;18/05/2025 12:33
172;@WahyudiYudi-p7z;Uji cobanya mulai di gibran dan yg pilih prabowo gibran ????????????;18/05/2025 12:33
173;@MILLIKABIRRO_EKKAY3Z;Si billget di kuasai iblis  yg ingin melemahkan manusia , ingin menguasai dunia dengan berbagai cara dan berbgai sistem;18/05/2025 12:31
174;@Indonesia4Indonesia;"Éù?WASPADA &amp; BERHIKMATÉù?<br><a href=""https://www.youtube.com/watch?v=RDmJtwmCdyA"">https://youtu.be/RDmJtwmCdyA?si=a6k-Z_mECQ-hxocO</a>";18/05/2025 11:52
175;@Zonan-ho3cs;KENAPA NEGARA2 KAYA TIDAK MAU, MALAH NEGARA2 MISKIN, KARNA NEGARA2 MISKIN RAKYAT NYA POLA PIKIR NYA DI BAWA RATA2, JADI BISA DI......;18/05/2025 10:59
176;@rickyhardesmarbun2512;Harus nya narsumnya ada bapak komjen poldarma;18/05/2025 10:58
177;@AunterLumban-wt9qs;MASYARAKAT TIDAK BUTUH VAKSIN WOOIIII, MASYARAKAT BUTUH LAPANGAN PEKERJAAN. APA URGENT nya sih vaksin??? B*go;18/05/2025 10:49
178;@ey7231;Vaksin akan menimbulkan penyakit baru di masa tua karena setan mengalir lewat darah anak cucu adam sebab di vaksin ada makluk fasik untuk merusak tubuh yg jarang di ketahui masyarakat umum;18/05/2025 10:18
179;@muhamadalifipipin;Bagus harus di kritisi. ???? Bisa di coba dulu Mentri nya dulu, dan DPR nya dulu. ????;18/05/2025 09:40
180;@ahmadramdan7948;TUJUAN UTAMANYA DEPOPULASI, TOTAL KONTROL ????????????;18/05/2025 08:30
181;@mitututi;Saking otaknya udah tetcuci....vaksin pengen duluan.....gello;18/05/2025 08:27
182;@mitututi;Konspirasi yahudi pak....sadar sadar sadar;18/05/2025 08:25
183;@mitututi;Diobok obok negara lain ko mau????????????<br>Tanya tuh sm dokter jujur buanyak di indonesia;18/05/2025 08:23
184;@AndikaPratama-p2r;Indonesia mendapat hibah dr billgates dgn jumblah yg fantastis,supaya rakyatnya di jadikan kelinci percobaan.logikanya knpa tidak dii coba di negaranya sndri.para dokter gak nyadar.indonesia tempatnya virus dan bakteri kita sdh kebal.....kemenkes RI kaki tangan WHO.ingat dr segala aspek yg ada di indonesia hampir semua di kendalikan oleh elit global.rakyat hrs berani melawan.keluarga dr kemenkes dan pejabat dulu saja yg pertama;18/05/2025 08:06
185;@acafitri4081;saya perna terkena covit,tapi saya sembuh dengan cara berolahlaga tanpa di vaksin.kalau anda mau coba vaksin TBC,silahkan unji coba sama keluarga bapak.;18/05/2025 07:52
186;@PaymanPalman;"Ujung&quot;nya nanti keluar surat vaksin yg menjadi kewajiban harus vaksin , klo ga ada surat vaksin urus segala kepentingan di tolak/dipersulit.<br>Klo sakit ya minta kesembuhan sama Allah SWT , koq bergantung sama bilget. Aneh";18/05/2025 07:45
187;@noenff2013;suntikan dulu ke keluarga menkes , rakyat ra butoh vaksin butue lapangan pekerjaan clok koclok;18/05/2025 07:43
188;@nurhadis6084;"Pak Budi .... kamu itu team setan global. <br>Mba Rosi.... sebaiknya pak Budi kita tarungin dg Ibu Siti Fadilah &amp; pak Dharma Pongrekun. yg setuju jempol  ???ç";18/05/2025 06:42
189;@FIFASPORT-97;Tubuh Kita Tidak Perlu Vaksin Pak Saya Menolak;18/05/2025 06:11
190;@AkunOppo-g9q;Apa jaminan yg dikeluarkan Menkes...yg ada di pemerintahan aja khususnya Menkes yg mencoba dulu....gmn;18/05/2025 05:37
191;@EndangPancawati-b3y;Di tes dulu oleh para pemimpin dan Mentri serta keluarganya saja dulu yang mencoba gimana ?;18/05/2025 05:33
192;@davadipadwijayanto1571;Oh berati orang ini yg datang dan minta;18/05/2025 04:44
193;@Joyraden;Bgs bajingn tngik;18/05/2025 04:43
194;@ybkoe99;UI aja nolak kebijakan Menkes;18/05/2025 04:31
195;@ybkoe99;Bill Gates targetkan 10 - 15 % pengurangan populasi manusia;18/05/2025 04:30
196;@ybkoe99;Bill Gates targetkan 10 - 15 % pengurangan populasi manusia;18/05/2025 04:30
197;@ybkoe99;Itu vaksin dulu pak, vaksin sekarang adalah pembunuh. Buktinya tbc jg gak banyak2 amat... Beritanya aja yg tiba-tiba digedekan....;18/05/2025 04:29
198;@ZalfaMei;Saya gak pernah percaya<br><br>Rakyat bersama ibu siti fadilah, dharma pongrekeun dan yang lain;18/05/2025 03:52
199;@NurhayatiLilis-zn2nb;"Berfikir yg Lurus maka akan tahu mana benar dan salah.<br>Kenapa AMERIKA tidak suruh MEKSIKO, KANADA, UKRAINA, yg lokasinya dekat dg amerika jadi <a href=""http://www.youtube.com/results?search_query=%23babi"">#BABI</a> percobaan VAKSIN bill gate ????? <br>Kenapa harus indonesia yg MUSLIM TERBESAR DI DUNIA yg LETAKNYA sangat jauh dr amerika yg harus jadi <a href=""http://www.youtube.com/results?search_query=%23babi"">#BABI</a> percobaan vaksin ????";18/05/2025 03:28
200;@Muslimah-b1o;Intinya tetap INDONESIA TOLAK VAKSIN BILL GATES! TITIK;18/05/2025 03:23
201;@rizkiapriliansyah3526;GENOSIDA;18/05/2025 02:36
202;@WISEBEING-CNL;Bill Gates itu berbisnis, kl Bill Gates hanya mau menyumbang ya kash aja dananya, orang Indonesia juga bisa bisa membuat vaksin.;18/05/2025 01:26
203;@WISEBEING-CNL;Bill Gates itu pebisnis bukan ahli kesehatan.;18/05/2025 01:21
204;@aisyahicha7038;Emang anak Dajjal di Indonesia udah keluar, waspadalah rapatkan barisan jangan mau di adu domba. Rakyat harus pintar jangan bloon...;18/05/2025 01:02
205;@aisyahicha7038;Bowo masih kucing si mulyono omon omon doang.;18/05/2025 00:57
206;@sampahmasyarakat3333;Mana pembuktian saintifiknya...semua jenis vaksin itu kedengarannya saja yg magic, padahal justru merusak sistem imunitas tubuh.;18/05/2025 00:08
207;@labeneamatachannel;BANYAK KALI CERITA KALIAN;17/05/2025 23:56
208;@obihsolihinchannel;bisnisnya bill gates ya pak;17/05/2025 23:11
209;@CaraPlay;GWA GAK SETUJU!! Vaksin apa vaksin ? Loe buka aja lapangan pekerjaan Pak biar Gizi anak bangsa terjamin .;17/05/2025 23:02
210;@hokiseluler8657;Buussss apusi tok;17/05/2025 21:50
211;@betawi7534;uji coba aja ke kuruptor jgn rakyat Indonesia;17/05/2025 21:46
212;@SulissetyokomulyoMulyo;Nyesel milih prabowo;17/05/2025 21:31
213;@darmadidarmadi9650;OMON2 CONGRATULATIONS ????;17/05/2025 21:20
214;@mbahsudarto176;Na,ini odo yang juat obat, berrapa di bayar pak.???.;17/05/2025 21:02
215;@sukseslaluduniakhirat9689;DUKUNG MENKES BUDI ADU ARGUMENTASI DENGAN PAK DHARMA AYO!!!;17/05/2025 20:51
216;@Joker-v3x4o;Vaksin Mengendalikan covid matamu!!!!<br>Aku gak vaksin sama sekali Alhamdulillah sampe sekarang masih hidup.;17/05/2025 20:40
217;@senutsenut234;vaksinnya bilqis suruh nyuntikin di menkesnya saja. gw gk bakal mau divaksin biar vaksin untuk kemenkes saja;17/05/2025 20:36
218;@msz4746;Bagian dari negosiasi perang tarif;17/05/2025 20:36
219;@ayuningsih738;ganti menkes ,,,,karena antek asing, dan uji cob kelinci nyawa rakyat indonesia;17/05/2025 20:06
220;@sobat_cianjur;Goblok rakyat dijadikan seperti tikus percobaan.;17/05/2025 19:53
221;@Suratmi27;Istilah Clinicaltrials bukanya studi PENELITIAN ingat PENELITIAN yang MELIBATKAN SUBJEK MANUSIAAA..Berarti vaksin tersebut masih di teliti dan masih dievaluasi...jadi efek setelah VAKSIN TERSEBUT BELUM JELASS KANN???;17/05/2025 19:34
222;@fawwazmuadz2278;Clinical trial itu arti nya uji coba !<br><br>Clinical trial itu di luar negeri atas kemauan pribadi tanpa paksaan dgn diberi kompensasi dan asuransi kesehatan jika terjadi side efect ... Di Indo ada gak begitu Pak ???<br><br>Kenapa gak dikucurkan dana negara tuk perbaiki gizi dan lingkungan serta pengobatan rutin hingga sembuh kan cuma buat 100rb s/d 1juta WNI pengidap TBC ... biaya nya tidak nyampe triliunan rupiah tuk itu !?<br><br>Apalagi di tambah dgn dibikin standarisasi nasional pembuatan rumah pribadi yg sehat pencegah TBC !<br><br>Akan lebih bermanfaat bagi seluruh bangsa drpd vaksin yg dibuat orang luar di uji coba ke bangsa sendiri tanpa memenuhi hak asasi manusia, perlindungan kesehatan dan asuransi jiwa jika terjadi trial error apalagi sampai ada unsur pemaksaan dgn persyaratan2/ pembatasan hak hidup seperti vaksin covid dulu itu kan ?!?<br><br>Indonesia Ini Negara Merdeka Bung,<br>Kita bukan Negara Komunis dan bukan pula Negara Kapitalis ... Bangsa Merdeka !!!;17/05/2025 19:33
223;@fawwazmuadz2278;Jangan jadi kan rakyat sendiri jadi kelinci percobaan !!<br><br>Temuan Side efek vaksin covid koq gak di buka ... Apalagi produk yg di buat BG ???;17/05/2025 19:16
224;@gol3165;Sy ngak percaya ada yg meninggal 2 orang per 5 menit karena tbc;17/05/2025 19:04
225;@JayHasFound.;Uji coba itu harus para pemimpin dulu yg di uji coba...pejabat keluarga dan sanak saudara nya dulu yg di uji coba.sbb klu memang para pemimpin yg sekayi itu pemimpin yg melindungi bawahan nya.jadi kumpil kan semua pejabat jadi kan kelinci percobaan.demi bawahan mereka harus pasang badan...????????????????????????????????;17/05/2025 18:52
226;@iwanw3014;Hitungan dari mana setiap 5 menit 2 orang meninggal krn TBC jangan gunakan data asumsi sj. Seharusnya depkes melakukan penyuluhan atau meningkatkan kembali program  pola hidup sehat, rumah sehat dll;17/05/2025 18:51
227;@Gawatdarut;Jgn percaya pemerintah krn pemerintah skrg adalah boneka jakarta.;17/05/2025 17:57
228;@maxiseusbakti1224;Yang ngomong juga belum tentu mau di faksin.;17/05/2025 17:52
229;@agusramdan6018;Kalau gk suksesss?;17/05/2025 16:34
230;@agusramdan6018;Tapi kok kami yg harus jadi kelinci percobaan, kompensainya apa paaak???;17/05/2025 16:32
231;@akayone1150;Di coba sama para pejabat dan pemeritah blm tentu juga yg di sutik kan kepara penjabat vaksin  TBC , mugkin yg di sutik vit   ,uda gak percaya sama pemerintah;17/05/2025 16:11
232;@akayone1150;Jgn pada mau sutik vaksin  bisnis lagi uda gak percaya;17/05/2025 16:08
233;@SamIduy;Omon koson;17/05/2025 15:10
234;@broanton7911;Bos...bs tunjukin deh ente divaksin;17/05/2025 12:44
235;@idawirasno661;"Ah..saya 71 thn, suami 80 thn sehat2 saja, padahal suami dan putri2 saya penderita asma sering batuk (apalagi cuaca sedang ganti2 seperti sekarang ini) sering kumat.<br>TBC biassnya terjadi krn kurang gizi, lingkungan buruk, lebih baik di beri pengertian utk hidup sehat dan buka sekolah2 yg murah spy rakyat makin cerdas sehingga nantinya tau bagaimana hidup sehat.<br><a href=""http://anak.art/"">Anak.ART</a> saya perokok berat, suka begadang, hidup tdk sehat, pernah kena TBC, di obati 6 bln sembuh , padahal di kampung dan dia bilang ikut ngrawat, engga ketularan, tolong terangin pak menkes !";17/05/2025 12:30
236;@asmharmaulana6011;Orang sehat mau dipasin, tololl,, mudahn kena AZABB pemipn Zhalim..aminn..;17/05/2025 12:28
237;@greenforce950;Opini dilontarkan, dinarasikan, di eksekusi,,, taek,,,;17/05/2025 10:51
238;@Ronal-t3c;Saya MENOLAK VAKSIN TBC;17/05/2025 10:50
239;@greenforce950;Kabinet omon omon,;17/05/2025 10:49
240;@mariaerni842;RAKYAT WAJIB MENOLAK DIVAKSIN TBC SEBELUM PRABOWO DAN SEMUA MENTERI2NYA BESERTA KELUARGA BESAR MEREKA MASING2 DIVAKSIN TERLEBIHDAHULU;17/05/2025 10:23
241;@tinsugarwati2493;Anak2 pejabat dulu yg di vaksin, anak anggota DPR, anak mentri   dll ???ç???ç???ç???ç???ç;17/05/2025 08:14
242;@HerlinNuralita;Cm mau bilang ..... Jahat.;17/05/2025 08:09
243;@riskikaanni6633;Kelak engkau dimintai pertanggungjawaban dihadapan Allah pak Mentri..hujjah apa yg akan engkau sampaikan  atas apa yg telah.engkau putuskan.;17/05/2025 07:36
244;@alakadarnya7810;kalian gk usah sok peduli kesehatan rakyat! rakyat bisa mnntukn nasib dn kesehatannya sendiri!;17/05/2025 06:04
245;@CALONTOPSKOR;Tailu;17/05/2025 03:49
246;@Kabarpolitik1105;Rakyat jadi korban Funding Asing Terus ...;17/05/2025 01:16
247;@nurulhikmah8178;Padahal sangat bagus sekali pertanyaan mbak Rosiana yg mewakili pertanyaan kami ttg vaksin ini, namun tidak ada satupun jawaban dari pak menkes yg terjawab dan memuaskan. Sangat dicurigai pasti ada kepentingan global;16/05/2025 22:57
248;@TimbulTamba-p5w;Menkes asal ngomong aja,kamu dulu di uji coba,kalau mematikan kamulah duluan mati.;16/05/2025 20:47
249;@TimbulTamba-p5w;Menteri bodok;16/05/2025 20:44
250;@denyaagustin2468;Trima kasih pak Putin,karena invasimu ke ukraina,,drama pandemi akhirnya berakhir.;16/05/2025 20:35
251;@anita99799;Presiden sama bawahan pejabatnya aja pak yg divaksin biar lebih sehat lagi badannya biar lebih kuat memajukan negara ????;16/05/2025 20:21
252;@salimdarojat9164;Indonesia di sama kan dengan Malta oleh bil gates ????;16/05/2025 20:08
253;@acafitri4081;uji coba saja sama mentrinya.;16/05/2025 20:01
254;@AhidCoy;Rakyat indonesia belum ada dalam berita,mati akibat TBC. Semua hanya pola pemerintah yang mengada ngada supaya rakyat jadi percobaan vaksin;16/05/2025 18:40
255;@alfashpoetra5093;Saya tak percaya dengan omongan Menkes diatas.... É?ùã?è;16/05/2025 18:38
256;@agustri4576;"MAKANYA...JADILAH RAKYAT DI NEGERI MISKIN/BERKEMBANG LEBIH SEDIKIT MIKIIIIR (MINIMAL MIKIR APAPUN YG BAKAL TERJADI TETEP KELUARGA/ORANG TERDEKAT PILIHAN UTAMA YG HARUS DI JAGA/DI LINDUNGI)...<br><br><a href=""http://www.youtube.com/results?search_query=%23waspada"">#WASPADA</a> DAN TETAP SENANTIASA WASPADA..!!";16/05/2025 17:10
257;@DwiWati-su1nm;Ulo sowo;16/05/2025 17:00
258;@AimanNurrohman-t5s;Preeettt????;16/05/2025 16:43
259;@AmelTiara-zz5lk;Contoh vaksin.orang fluu d bilang Corona..nanti besok orang batuk d vonis TBC..bikin susah aja pak..manusia pasti mati pak..tiap menit tiap jam dan tiap hari pasti ada orang yg mati.tapi bukan karna TBC.;16/05/2025 16:10
260;@AmelTiara-zz5lk;Intinya skarang itu pak.lapangan pekerjaan.upah yg layak..biar kita ini bisa makan enak..buat apa vaksin yg ujung ujung nya kita d suruh bayar..janga slalu d takut takuti.;16/05/2025 16:04
261;@Adzkia6708;Tbc banyak menjangkiti negara miskin,lalu..<br>World bank mengeluarkan data indonesia negara miskin,selanjutnya..<br>Bill gate datang menetapkan indonesia sbg uji coba.<br>Hmm,, kayaknya memang sudah terencana;16/05/2025 16:03
262;@MasKuri-j4y;Ini bagemana ada vaksin lagi dulu dah ada mengaoa mau di ada kan vaksin lagi rakyat dah semua vaksin dulu 4 kali vaksin mengapa rakyat mau di vaksin lagi tuk apa ini vaksin lagi ni rakyat masarakat dah gak mau lagi vaksin;16/05/2025 15:59
263;@atthayaraishakids7390;Faksin memperbanyak kebodohan dengan cairan melemahkan fungsi berpikir otak... Jadi gak maju maju negara ini;16/05/2025 15:23
264;@ernisundari2466;Saya gak vaksin Covid ...sehat2 aja ya...TBC kan Indonesia bisa atasi..kenapa hrs dari asing..???..uji coba lagi...masyarakat dah trauma dgn vaksin...dipaksa2...ditakut2 in..gak boleh ini itu..stress..kapan rakyat bisa merdeka...silakan kalau mau vaksin tapi jangan paksa2 kalau gk mau...apakah karena hibah??;16/05/2025 14:13
265;@bayusidojoyo5725;Tolak vaksin pokoke... ???? ra butuh;16/05/2025 14:10
266;@mahmudlagunyaokbangatgakay8836;Bener kata bu siti fadilah,bapak ini bukan dokter jd jgn ngomongin masalah farmasi dan kesehatan.<br>Indonesia ini bukan negara miskin pak.;16/05/2025 14:05
267;@WahyuniBaruu;Jgn percaya ucapan yg belum terbukti .paksin dlu seluruh pejabat dan kedokteran baru masyarakat;16/05/2025 13:58
268;@kissanakmarafifmaulana314;Ayo pak menkes jadilah orang pertama kali yang mencoba vaksin TBC,rakyat pasti setuju.. ???ç;16/05/2025 13:43
269;@radendoni2679;Dia di Tes Isinya paling di ganti Vitamin ..bukan vaksin yang dari BG .;20/05/2025 07:42
270;@agniguntursugito7684;Paling isinya airÉ??@@radendoni2679;23/05/2025 07:37
271;@samuelyeremiamuliabaskhara20;Iya bener É??@@radendoni2679;23/05/2025 09:32
272;@imamdaroi1627;Pdhl tujuannya mengurangi populasi penduduk miskin dunia;16/05/2025 13:42
273;@luhungkarlo7129;Yes Indonesia di kesehatan sangat mudah di jadikan alat dunia untuk rakyat nya di jadikan kelinci percobaan dengan segala alasan pembenaran, akan tetapi mengapa di saat bill gate datang? Murah sekali mental Menkes dan jajaran nya bila rakyat di jadikan kelinci percobaan;16/05/2025 13:30
274;@AJIKSukada-p6h;Bgs pembohong.....;16/05/2025 13:18
275;@AJIKSukada-p6h;Ui bisa saja bohong ..karena sudah dapat cuan...Bgs saja vaksin dulu  nanti kalo terbukti baik baru rakyat...;16/05/2025 13:17
276;@pujionoono4901;"Silahkan yg di vaksin para mentri, pejabat DPR &amp; MPR karena merekalah yg mewakili rakyat";16/05/2025 13:00
277;@syafrirazak-iv9hj;Lebih percaya Ibu Siti Fadilah, ahli dibidangnya.;16/05/2025 12:59
278;@adipat9663;Kenapa ga di coba di as saja ya...;16/05/2025 12:48
279;@Randiazuro.89;Bodoh ya pemerintah Indonesia ????????????????;16/05/2025 12:41
280;@asyharibudiman;"TBC masalah lingkungan.<br><br>Spesialis Paru sudah banyak, puskesmas layani pasien TBC juga sudah bisa, buat apalagi vaksin (mikrobakteri-asal Afrika?) disuntikkan ke manusia SEHAT?.<br>Anak-anak kelahiran &#39;70-80an yang giginya berwarna keabuan karena diberi antibiotik dan OAT selama 6 bulan, selesai.";16/05/2025 12:31
281;@burhanburhanudin7543;"yg di jelaskan mnteri itu benar,tapi ndak nyambung,wong materi bahasanya kenapa kok mau rakyatnya di jadikan kekinci percoba&#39;an,TITIK.";16/05/2025 12:12
