id,username,text,created_at
119,@menggo-menggo,"Ini menteri titipan pihak global . <br>Ini nyata konspirasi global,<br>Bener kata pak dharma pongrekun terkait masalah ini, dan bang mongol stres pernah katakan bulan mei 2025 ada peluncuran vaksin, untuk mengontrol people.",2025-05-19T10:42:05Z
120,@muhammadnur5068,Mahasiswa harus turun ke jalan ini,2025-05-19T10:14:53Z
121,@RAJUDIN-oh9ls,Dajjal,2025-05-19T10:04:49Z
122,@gbgebs,The next level human traffic,2025-05-19T10:02:09Z
123,@yadiganteng8456,Hati hati sampean pak rakyat udah muak sama yg nama nya vaksin pak rakyat bergerak indonesia bergolak pak,2025-05-19T08:32:44Z
124,@yadiganteng8456,Makanya gak usah terima berita luar,2025-05-19T08:29:18Z
125,@imamsjafii9427,Lebih afdol vaksin TBC tsb diuji cobakan terlebih dahulu kepada Menkes sekeluarga  termasuk anak cucunya dg cara transparan disaksikan oleh tokoh masyarakat yg independen ( tidak mau terima suap ),2025-05-19T07:50:49Z
126,@alvianbahari1911,Antek-antek asing,2025-05-19T07:48:49Z
127,@empontheasadiah4700,Bapak Menkes mau ga jadi orang pertama yg divaksin TBC produk BillGates?😂,2025-05-19T06:52:20Z
128,@sitiaisyah-pp9ek,Pertama yg harus di vaksin yg ngomong dulu terus anak istrinya baru ke orang lain,2025-05-19T06:40:23Z
129,@hennygracia2100,"Menkes dan keluarganya dulu disuntik vaksin TBC nya, untuk percobaannya",2025-05-19T04:58:25Z
130,@jd6042,Bukan dokter kok mentri kssehatan ya bgini 😂😂😂,2025-05-19T04:47:47Z
131,@jokoyulianto6631,Walah parah.,2025-05-19T04:13:14Z
132,@senyumperantau6190,Program dajjal dan para budak2nya.,2025-05-19T04:03:22Z
133,@debbiastriliana5731,Maaf pak vaksin covid apakah benar-benar dinyatakan sukses klo masih ada yg cacat bahkan mati gara gara vaksin walaupun mungkin presentasi lebih kecil dibandingkan dari yang sehat setelah suntik vaksin meskipun begitu tetep aja ada korban yg gagal karna vaksin covid apa nyawa mereka ga berharga dimata kalian. Ingat pak setiap perbuatan pasti ada pertanggungjawaban nanti kalau ga kebuka didunia kita adili se-Indonesia diakhirat seluruh dosa rakyat Indonesia pindah kebapak semua .,2025-05-19T03:41:35Z
134,@bison7809,Kentut,2025-05-19T03:32:51Z
135,@debbiastriliana5731,Pak kalau mau rakyat sehat makanya bapak sama penjabat lainnya jangan memiskinkan rakyatnya kita yang bayar pajak bapak dan pejabat yg nikmatin hasilnya dengan gaji berpuluh juta sampai ratusan juta udh dikasih gaji besar ditambah korupsi lagi berapa banyak uang rakyat yg dihamburkan sumber daya alam Indonesia juga berlimpah tapi ga bikin rakyat sejahtera malah cuman dikelola asing dan swasta.,2025-05-19T03:30:43Z
136,@sutatiktakaful7286,Menkes dan keluarga nya dulu yg jadi kelinci percobaan vaksin tbc,2025-05-19T02:47:49Z
137,@jokoprayitno3254,Nolak lah yg sehat di vaksin..KLO mau uji coba vaksin tbc Menkes aja dulu di suntik vaksin ..berani gk,2025-05-19T02:39:07Z
138,@syahranm,Ya udah bpk aja paksin,2025-05-19T01:40:23Z
139,@syahranm,"Klo mau uji coba , jangan ke masarakat dulu , coba ajah , ama penjabat penjabat yg suka makan uang rakyat",2025-05-19T01:37:17Z
140,@LoisLeonardo-f7b,Waduh ....<br>Awas ... Waspada ...<br>Kong king kong ...<br>Hang hing Hong ..<br>.<br>Hati hati ....,2025-05-19T01:17:40Z
141,@draktiviar6953,"Yg jelas setelah BG datang. Menyumbang dana hibah yg katanya, katanya utk ujicoba vaksin, beritanya heboh..... Selama ini masaalah TBC tenang2 sajatuh/seperti tdk prioritas, kenapa...?, Apa murni dananya hibah.....",2025-05-19T00:45:48Z
142,@MangUpleDesiwermen,"Pemerintah yang bijak itu melindungi rakyatnya,dengan cara memberikan layanan kesehatan secara mandiri, bukan dari pihak luar. Jangan paksakan kehendak kepada rakyat. Mendingan pemerintah bikin rakyat makmur dan sejahtera biar gak ada TBC.",2025-05-19T00:39:53Z
143,@DefAja-kk9ny,Dulu sukarelawan bill gates orang Afrika sekarang beralih ke indonesia😅,2025-05-19T00:39:05Z
144,@akuera3696,"Semoga pak prabowo  mau mendengar suara rakyatnya ( dr fadhila supari ,bapsk komjen darma pangrekun dan masyarat indonesia yg lain )",2025-05-18T22:45:19Z
145,@GobangBali,"😂😂😂😂 covid karna anggarannya di hapus jadi hilang ,jangan rakyat yg di korbankan ,kami tidak perlu vaksin silahkan para pejabatnya aja",2025-05-18T22:37:11Z
146,@CeriahatiPlay,Tolong jangan kami warga Indonesia dijadikan kelinci percobaan,2025-05-18T22:33:54Z
147,@HJAluh,"Gak ngomong vaksin , Seluruh rakyat indonesia udah betbahaya . Jangan membodohi rakyat",2025-05-18T20:48:44Z
148,@HJAluh,"Janagan tetlalu menjahati rakyat, VAKSIN OBAT BERACUN ,yg disuntik. <br>Kamu yg nyuruh , aja  yg di vaksin .",2025-05-18T20:47:18Z
149,@NeRaka-t1u,"Jangan harapkan obat2 dari eropa, di Indonesia memiliki banyak obat2 herbal yg bisa membantu dalam mengatasi masalah kesehatan seperti TBC dan cacar. <br>Hati2....seribu alasan tetap rakyat Indonesia jadi kelinci percobaan terhadap adanya vaksin TBC. Dan kenapa harus Indonesia, kenapa bukan negara bill gates itu sendiri ?? <br>Ini perang ideologi dgn menggunakan senjata biologis. Betulkah ??",2025-05-18T20:43:38Z
150,@NANDARTRISANDI,"Calon Di sertifikat lgi ini vaksin tbc  , jd apa&quot;  harus punya sertifikat vaksin kaya waktu covid .. <br>Rakyat pasrah di paksakan vaksin karna mau apa&quot; harus punya persyratan seritifikat vaksin .. miris",2025-05-18T17:54:01Z
151,@wagank9234,Bajingan,2025-05-18T15:55:07Z
152,@mitututi,"Klo penguasa dan pembesar negri ini beriman,mengimani isi alquraan TFK AKAN TERAYU OLEH YAHUDI.<br><br>Penguasa jgn terlihat polos dan lemah serta terlihat kurang ilmu<br><br>{ وَلَن تَرۡضَىٰ عَنكَ ٱلۡيَهُودُ وَلَا ٱلنَّصَٰرَىٰ حَتَّىٰ تَتَّبِعَ مِلَّتَهُمۡۗ قُلۡ إِنَّ هُدَى ٱللَّهِ هُوَ ٱلۡهُدَىٰۗ وَلَئِنِ ٱتَّبَعۡتَ أَهۡوَآءَهُم بَعۡدَ ٱلَّذِي جَآءَكَ مِنَ ٱلۡعِلۡمِ مَا لَكَ مِنَ ٱللَّهِ مِن وَلِيّٖ وَلَا نَصِيرٍ }<br>[Surat Al-Baqarah: 120]<br><br><br>Dan orang-orang Yahudi dan Nasrani tidak akan rela kepadamu (Muhammad) sebelum engkau mengikuti agama mereka. Katakanlah, &quot;Sesungguhnya petunjuk Allah itulah petunjuk (yang sebenarnya).&quot; Dan jika engkau mengikuti keinginan mereka setelah ilmu (kebenaran) sampai kepadamu, tidak akan ada bagimu pelindung dan penolong dari Allah.",2025-05-18T15:40:47Z
153,@anasako9660,"Gue kapok divaksin bukannya tbh baik, malahan tambah penyakit2 aneh susah sembuh, penyesalan seumur hidup",2025-05-18T14:56:19Z
154,@EXO48-l2l6i,"Itu akal-akalan pengikut Dajjal aja, Indonesia hanya dimanfaatkan lewat penyakit TBC itu, tujuan mereka itu menyuntikkan cairan yg berbahaya utk mematikan manusia tanpa melalui perang. Suatu saat manusia akan dikontrol dgn sesuatu yg sdh tertanam didalam tubuh mereka, jadi dari jarak jauh bs dilenyapkan.",2025-05-18T14:13:29Z
155,@chinadramalover6618,MANTAN MENKES RI TERBAIK ADALAH IBU SITI FADILAH.. ❤❤❤❤❤❤❤❤❤❤,2025-05-18T14:11:38Z
156,@EXO48-l2l6i,"Pokoknya saya tidak setuju, jangan sampai paksa keluarga kami utk di suntik",2025-05-18T14:04:33Z
157,@Hariyanto-z8v,"Kenapa dak dari dulu Vaksin Tbc di pakai, terus indonesia negara Miskin bpk, kan Indonesia punya Ahli kan coba produksi sendiri apa dak bisa. Vaksin ini harus di distribusikan ke Rmh.Sakit aja jng umum swasta. Ini mah proyek lagi kayak MLM aja ini Vaksin. Bpk saya kena Tbc dng pengobatan rutin bisa kok.",2025-05-18T13:31:42Z
158,@alimashduqi2030,"Ora percoyo karo omonganem pak ,sy lebih percaya sama ibu Fadhilah Supari dan jendral Darma",2025-05-18T13:19:12Z
159,@hedrikgagah-oj7qn,Klo vaksin ini menurut bapak bagus mendingan di ujikan dulu ke pejabat pejabat supaya masyarakat tahu bahwa vaksin itu bagus apa ndak untuk kesehatan,2025-05-18T12:56:52Z
160,@SudiatiPaulbarangan,"Buat presiden prabowo, ingat bangsa kita jadi incaran org barat. Mereka takut perang dengan indonesia namun dengan virus yg kata nya faksin",2025-05-18T11:57:05Z
161,@SudiatiPaulbarangan,Hati hati amerika antek antek nya banyak di indonesia.   Jgn mau di buat kelinci... Suruh org amerika sama antek antek nya yg pake sendiri,2025-05-18T11:55:13Z
162,@bonetarore1276,"Wkkk..stop vaksin.. Anda&quot; Orang pinter..eehh kami bukan orang bego ..,, anak cucu anda dan para pemimpin negara saja yg di vaksin",2025-05-18T10:59:37Z
163,@KunPifit,"RUMUS VAKSIN: DI MANA ADA BILL GATES DISITULAH ADA JUALAN OBAT... DGN CARA MENGELUARKAN DATA BODONG KEMISKINAN... WKKK... INDONESIA MASIH SAJA MAU DI BOHONGI.<br><br><br>MAKANYA JGN PERCAYA BANGET DATA KEMISKINAN YG UJUG2 NONGOL.  ITULAH MENGAPA  LEMBAGA LEMBAGA PBB ITU  TIDAK LAIN HANYA BERKEPENTINGAN NYARI DUIT  DGN MENGELUARKAN DATA MISKIN,  DIA AKAN MENEKAN BANGSA.  JGN &quot;GOBLOK&quot; WAHAI PRABOWO",2025-05-18T10:06:57Z
164,@alihasanbasri2443,Goblog goblog xu gu,2025-05-18T10:04:05Z
165,@alihasanbasri2443,Astagfirulloh kamu demi uang membunuh rakyanys,2025-05-18T10:02:42Z
166,@danangyulianto7742,"Saya lebih percaya bu siti fadilah supari,sama sekali ga percaya sama menteri kesehatan yg ini<br>Dia dulu dan semua orang di kemenkes sama sekeluarganya yg divaksin",2025-05-18T09:10:09Z
167,@EviLatifah-i6t,Lah emang lomba<br>Sapa yang duluan dia yang dapat,2025-05-18T07:43:43Z
168,@EviLatifah-i6t,Hadeuh blunder dah<br>Kak Rosy bongkar teruuus kak<br>Rakyat menanti biar ngga terbohongi,2025-05-18T07:42:47Z
169,@Mermaid1050,Saya mendukung vaksin tbc. Karna di indonesia banyak yg terkena tbc,2025-05-18T07:24:14Z
170,@vooaurel3286,Terserah yg mau atau menolak....yang penting jangan MEMAKSA karena bertentangan dengan UUD HAM.<br>pertanyaannya menang mana UUD HAM VS UUD KESEHATAN OMNIBUSLAW.kita saksikan<br>❤DP(Dharma Pongrekun),2025-05-18T07:16:51Z
171,@wwnnetrall2114,Setelah ada vaksin TBc...baru saya dengar info kalau tbc sangat bnyak di indonesia🤣🤣,2025-05-18T05:33:50Z
172,@WahyudiYudi-p7z,Uji cobanya mulai di gibran dan yg pilih prabowo gibran 🎉🎉🎉,2025-05-18T05:33:39Z
173,@MILLIKABIRRO_EKKAY3Z,"Si billget di kuasai iblis  yg ingin melemahkan manusia , ingin menguasai dunia dengan berbagai cara dan berbgai sistem",2025-05-18T05:31:53Z
174,@Indonesia4Indonesia,"❤WASPADA &amp; BERHIKMAT❤<br><a href=""https://www.youtube.com/watch?v=RDmJtwmCdyA"">https://youtu.be/RDmJtwmCdyA?si=a6k-Z_mECQ-hxocO</a>",2025-05-18T04:52:17Z
175,@Zonan-ho3cs,"KENAPA NEGARA2 KAYA TIDAK MAU, MALAH NEGARA2 MISKIN, KARNA NEGARA2 MISKIN RAKYAT NYA POLA PIKIR NYA DI BAWA RATA2, JADI BISA DI......",2025-05-18T03:59:11Z
176,@rickyhardesmarbun2512,Harus nya narsumnya ada bapak komjen poldarma,2025-05-18T03:58:44Z
177,@AunterLumban-wt9qs,"MASYARAKAT TIDAK BUTUH VAKSIN WOOIIII, MASYARAKAT BUTUH LAPANGAN PEKERJAAN. APA URGENT nya sih vaksin??? B*go",2025-05-18T03:49:56Z
178,@ey7231,Vaksin akan menimbulkan penyakit baru di masa tua karena setan mengalir lewat darah anak cucu adam sebab di vaksin ada makluk fasik untuk merusak tubuh yg jarang di ketahui masyarakat umum,2025-05-18T03:18:18Z
179,@muhamadalifipipin,"Bagus harus di kritisi. 😂 Bisa di coba dulu Mentri nya dulu, dan DPR nya dulu. 🎉",2025-05-18T02:40:33Z
180,@ahmadramdan7948,"TUJUAN UTAMANYA DEPOPULASI, TOTAL KONTROL 😭😭😭",2025-05-18T01:30:06Z
181,@mitututi,Saking otaknya udah tetcuci....vaksin pengen duluan.....gello,2025-05-18T01:27:06Z
182,@mitututi,Konspirasi yahudi pak....sadar sadar sadar,2025-05-18T01:25:14Z
183,@mitututi,Diobok obok negara lain ko mau????????????<br>Tanya tuh sm dokter jujur buanyak di indonesia,2025-05-18T01:23:42Z
184,@AndikaPratama-p2r,"Indonesia mendapat hibah dr billgates dgn jumblah yg fantastis,supaya rakyatnya di jadikan kelinci percobaan.logikanya knpa tidak dii coba di negaranya sndri.para dokter gak nyadar.indonesia tempatnya virus dan bakteri kita sdh kebal.....kemenkes RI kaki tangan WHO.ingat dr segala aspek yg ada di indonesia hampir semua di kendalikan oleh elit global.rakyat hrs berani melawan.keluarga dr kemenkes dan pejabat dulu saja yg pertama",2025-05-18T01:06:51Z
185,@acafitri4081,"saya perna terkena covit,tapi saya sembuh dengan cara berolahlaga tanpa di vaksin.kalau anda mau coba vaksin TBC,silahkan unji coba sama keluarga bapak.",2025-05-18T00:52:48Z
186,@PaymanPalman,"Ujung&quot;nya nanti keluar surat vaksin yg menjadi kewajiban harus vaksin , klo ga ada surat vaksin urus segala kepentingan di tolak/dipersulit.<br>Klo sakit ya minta kesembuhan sama Allah SWT , koq bergantung sama bilget. Aneh",2025-05-18T00:45:57Z
187,@noenff2013,"suntikan dulu ke keluarga menkes , rakyat ra butoh vaksin butue lapangan pekerjaan clok koclok",2025-05-18T00:43:15Z
188,@nurhadis6084,Pak Budi .... kamu itu team setan global. <br>Mba Rosi.... sebaiknya pak Budi kita tarungin dg Ibu Siti Fadilah &amp; pak Dharma Pongrekun. yg setuju jempol  👍,2025-05-17T23:42:41Z
189,@FIFASPORT-97,Tubuh Kita Tidak Perlu Vaksin Pak Saya Menolak,2025-05-17T23:11:20Z
190,@AkunOppo-g9q,Apa jaminan yg dikeluarkan Menkes...yg ada di pemerintahan aja khususnya Menkes yg mencoba dulu....gmn,2025-05-17T22:37:15Z
191,@EndangPancawati-b3y,Di tes dulu oleh para pemimpin dan Mentri serta keluarganya saja dulu yang mencoba gimana ?,2025-05-17T22:33:14Z
192,@davadipadwijayanto1571,Oh berati orang ini yg datang dan minta,2025-05-17T21:44:21Z
193,@Joyraden,Bgs bajingn tngik,2025-05-17T21:43:34Z
194,@ybkoe99,UI aja nolak kebijakan Menkes,2025-05-17T21:31:22Z
195,@ybkoe99,Bill Gates targetkan 10 - 15 % pengurangan populasi manusia,2025-05-17T21:30:53Z
196,@ybkoe99,Bill Gates targetkan 10 - 15 % pengurangan populasi manusia,2025-05-17T21:30:13Z
197,@ybkoe99,"Itu vaksin dulu pak, vaksin sekarang adalah pembunuh. Buktinya tbc jg gak banyak2 amat... Beritanya aja yg tiba-tiba digedekan....",2025-05-17T21:29:22Z
198,@ZalfaMei,"Saya gak pernah percaya<br><br>Rakyat bersama ibu siti fadilah, dharma pongrekeun dan yang lain",2025-05-17T20:52:18Z
199,@NurhayatiLilis-zn2nb,"Berfikir yg Lurus maka akan tahu mana benar dan salah.<br>Kenapa AMERIKA tidak suruh MEKSIKO, KANADA, UKRAINA, yg lokasinya dekat dg amerika jadi <a href=""http://www.youtube.com/results?search_query=%23babi"">#BABI</a> percobaan VAKSIN bill gate ????? <br>Kenapa harus indonesia yg MUSLIM TERBESAR DI DUNIA yg LETAKNYA sangat jauh dr amerika yg harus jadi <a href=""http://www.youtube.com/results?search_query=%23babi"">#BABI</a> percobaan vaksin ????",2025-05-17T20:28:06Z
200,@Muslimah-b1o,Intinya tetap INDONESIA TOLAK VAKSIN BILL GATES! TITIK,2025-05-17T20:23:00Z
201,@rizkiapriliansyah3526,GENOSIDA,2025-05-17T19:36:46Z
202,@WISEBEING-CNL,"Bill Gates itu berbisnis, kl Bill Gates hanya mau menyumbang ya kash aja dananya, orang Indonesia juga bisa bisa membuat vaksin.",2025-05-17T18:26:22Z
203,@WISEBEING-CNL,Bill Gates itu pebisnis bukan ahli kesehatan.,2025-05-17T18:21:57Z
204,@aisyahicha7038,"Emang anak Dajjal di Indonesia udah keluar, waspadalah rapatkan barisan jangan mau di adu domba. Rakyat harus pintar jangan bloon...",2025-05-17T18:02:06Z
205,@aisyahicha7038,Bowo masih kucing si mulyono omon omon doang.,2025-05-17T17:57:31Z
206,@sampahmasyarakat3333,"Mana pembuktian saintifiknya...semua jenis vaksin itu kedengarannya saja yg magic, padahal justru merusak sistem imunitas tubuh.",2025-05-17T17:08:41Z
207,@labeneamatachannel,BANYAK KALI CERITA KALIAN,2025-05-17T16:56:36Z
208,@obihsolihinchannel,bisnisnya bill gates ya pak,2025-05-17T16:11:13Z
209,@CaraPlay,GWA GAK SETUJU!! Vaksin apa vaksin ? Loe buka aja lapangan pekerjaan Pak biar Gizi anak bangsa terjamin .,2025-05-17T16:02:19Z
210,@hokiseluler8657,Buussss apusi tok,2025-05-17T14:50:00Z
211,@betawi7534,uji coba aja ke kuruptor jgn rakyat Indonesia,2025-05-17T14:46:40Z
212,@SulissetyokomulyoMulyo,Nyesel milih prabowo,2025-05-17T14:31:32Z
213,@darmadidarmadi9650,OMON2 CONGRATULATIONS 🎉,2025-05-17T14:20:10Z
214,@mbahsudarto176,"Na,ini odo yang juat obat, berrapa di bayar pak.???.",2025-05-17T14:02:03Z
215,@sukseslaluduniakhirat9689,DUKUNG MENKES BUDI ADU ARGUMENTASI DENGAN PAK DHARMA AYO!!!,2025-05-17T13:51:39Z
216,@Joker-v3x4o,Vaksin Mengendalikan covid matamu!!!!<br>Aku gak vaksin sama sekali Alhamdulillah sampe sekarang masih hidup.,2025-05-17T13:40:19Z
217,@senutsenut234,vaksinnya bilqis suruh nyuntikin di menkesnya saja. gw gk bakal mau divaksin biar vaksin untuk kemenkes saja,2025-05-17T13:36:54Z
218,@msz4746,Bagian dari negosiasi perang tarif,2025-05-17T13:36:41Z
219,@ayuningsih738,"ganti menkes ,,,,karena antek asing, dan uji cob kelinci nyawa rakyat indonesia",2025-05-17T13:06:29Z
220,@sobat_cianjur,Goblok rakyat dijadikan seperti tikus percobaan.,2025-05-17T12:53:36Z
221,@Suratmi27,Istilah Clinicaltrials bukanya studi PENELITIAN ingat PENELITIAN yang MELIBATKAN SUBJEK MANUSIAAA..Berarti vaksin tersebut masih di teliti dan masih dievaluasi...jadi efek setelah VAKSIN TERSEBUT BELUM JELASS KANN???,2025-05-17T12:34:51Z
222,@fawwazmuadz2278,"Clinical trial itu arti nya uji coba !<br><br>Clinical trial itu di luar negeri atas kemauan pribadi tanpa paksaan dgn diberi kompensasi dan asuransi kesehatan jika terjadi side efect ... Di Indo ada gak begitu Pak ???<br><br>Kenapa gak dikucurkan dana negara tuk perbaiki gizi dan lingkungan serta pengobatan rutin hingga sembuh kan cuma buat 100rb s/d 1juta WNI pengidap TBC ... biaya nya tidak nyampe triliunan rupiah tuk itu !?<br><br>Apalagi di tambah dgn dibikin standarisasi nasional pembuatan rumah pribadi yg sehat pencegah TBC !<br><br>Akan lebih bermanfaat bagi seluruh bangsa drpd vaksin yg dibuat orang luar di uji coba ke bangsa sendiri tanpa memenuhi hak asasi manusia, perlindungan kesehatan dan asuransi jiwa jika terjadi trial error apalagi sampai ada unsur pemaksaan dgn persyaratan2/ pembatasan hak hidup seperti vaksin covid dulu itu kan ?!?<br><br>Indonesia Ini Negara Merdeka Bung,<br>Kita bukan Negara Komunis dan bukan pula Negara Kapitalis ... Bangsa Merdeka !!!",2025-05-17T12:33:46Z
223,@fawwazmuadz2278,Jangan jadi kan rakyat sendiri jadi kelinci percobaan !!<br><br>Temuan Side efek vaksin covid koq gak di buka ... Apalagi produk yg di buat BG ???,2025-05-17T12:16:24Z
224,@gol3165,Sy ngak percaya ada yg meninggal 2 orang per 5 menit karena tbc,2025-05-17T12:04:58Z
225,@JayHasFound.,Uji coba itu harus para pemimpin dulu yg di uji coba...pejabat keluarga dan sanak saudara nya dulu yg di uji coba.sbb klu memang para pemimpin yg sekayi itu pemimpin yg melindungi bawahan nya.jadi kumpil kan semua pejabat jadi kan kelinci percobaan.demi bawahan mereka harus pasang badan...🇮🇩🇮🇩🇮🇩🇮🇩,2025-05-17T11:52:31Z
226,@iwanw3014,"Hitungan dari mana setiap 5 menit 2 orang meninggal krn TBC jangan gunakan data asumsi sj. Seharusnya depkes melakukan penyuluhan atau meningkatkan kembali program  pola hidup sehat, rumah sehat dll",2025-05-17T11:51:55Z
227,@Gawatdarut,Jgn percaya pemerintah krn pemerintah skrg adalah boneka jakarta.,2025-05-17T10:57:55Z
228,@maxiseusbakti1224,Yang ngomong juga belum tentu mau di faksin.,2025-05-17T10:52:09Z
229,@agusramdan6018,Kalau gk suksesss?,2025-05-17T09:34:20Z
230,@agusramdan6018,"Tapi kok kami yg harus jadi kelinci percobaan, kompensainya apa paaak???",2025-05-17T09:32:14Z
231,@akayone1150,"Di coba sama para pejabat dan pemeritah blm tentu juga yg di sutik kan kepara penjabat vaksin  TBC , mugkin yg di sutik vit   ,uda gak percaya sama pemerintah",2025-05-17T09:11:39Z
232,@akayone1150,Jgn pada mau sutik vaksin  bisnis lagi uda gak percaya,2025-05-17T09:08:43Z
233,@SamIduy,Omon koson,2025-05-17T08:10:36Z
234,@broanton7911,Bos...bs tunjukin deh ente divaksin,2025-05-17T05:44:28Z
235,@idawirasno661,"Ah..saya 71 thn, suami 80 thn sehat2 saja, padahal suami dan putri2 saya penderita asma sering batuk (apalagi cuaca sedang ganti2 seperti sekarang ini) sering kumat.<br>TBC biassnya terjadi krn kurang gizi, lingkungan buruk, lebih baik di beri pengertian utk hidup sehat dan buka sekolah2 yg murah spy rakyat makin cerdas sehingga nantinya tau bagaimana hidup sehat.<br><a href=""http://anak.art/"">Anak.ART</a> saya perokok berat, suka begadang, hidup tdk sehat, pernah kena TBC, di obati 6 bln sembuh , padahal di kampung dan dia bilang ikut ngrawat, engga ketularan, tolong terangin pak menkes !",2025-05-17T05:30:03Z
236,@asmharmaulana6011,"Orang sehat mau dipasin, tololl,, mudahn kena AZABB pemipn Zhalim..aminn..",2025-05-17T05:28:50Z
237,@greenforce950,"Opini dilontarkan, dinarasikan, di eksekusi,,, taek,,,",2025-05-17T03:51:02Z
238,@Ronal-t3c,Saya MENOLAK VAKSIN TBC,2025-05-17T03:50:44Z
239,@greenforce950,"Kabinet omon omon,",2025-05-17T03:49:06Z
240,@mariaerni842,RAKYAT WAJIB MENOLAK DIVAKSIN TBC SEBELUM PRABOWO DAN SEMUA MENTERI2NYA BESERTA KELUARGA BESAR MEREKA MASING2 DIVAKSIN TERLEBIHDAHULU,2025-05-17T03:23:01Z
241,@tinsugarwati2493,"Anak2 pejabat dulu yg di vaksin, anak anggota DPR, anak mentri   dll 👍👍👍👍👍",2025-05-17T01:14:12Z
242,@HerlinNuralita,Cm mau bilang ..... Jahat.,2025-05-17T01:09:52Z
243,@riskikaanni6633,Kelak engkau dimintai pertanggungjawaban dihadapan Allah pak Mentri..hujjah apa yg akan engkau sampaikan  atas apa yg telah.engkau putuskan.,2025-05-17T00:36:12Z
244,@alakadarnya7810,kalian gk usah sok peduli kesehatan rakyat! rakyat bisa mnntukn nasib dn kesehatannya sendiri!,2025-05-16T23:04:07Z
245,@CALONTOPSKOR,Tailu,2025-05-16T20:49:47Z
246,@Kabarpolitik1105,Rakyat jadi korban Funding Asing Terus ...,2025-05-16T18:16:47Z
247,@nurulhikmah8178,"Padahal sangat bagus sekali pertanyaan mbak Rosiana yg mewakili pertanyaan kami ttg vaksin ini, namun tidak ada satupun jawaban dari pak menkes yg terjawab dan memuaskan. Sangat dicurigai pasti ada kepentingan global",2025-05-16T15:57:37Z
248,@TimbulTamba-p5w,"Menkes asal ngomong aja,kamu dulu di uji coba,kalau mematikan kamulah duluan mati.",2025-05-16T13:47:29Z
249,@TimbulTamba-p5w,Menteri bodok,2025-05-16T13:44:22Z
250,@denyaagustin2468,"Trima kasih pak Putin,karena invasimu ke ukraina,,drama pandemi akhirnya berakhir.",2025-05-16T13:35:40Z
251,@anita99799,Presiden sama bawahan pejabatnya aja pak yg divaksin biar lebih sehat lagi badannya biar lebih kuat memajukan negara 😊,2025-05-16T13:21:57Z
252,@salimdarojat9164,Indonesia di sama kan dengan Malta oleh bil gates 😅,2025-05-16T13:08:31Z
253,@acafitri4081,uji coba saja sama mentrinya.,2025-05-16T13:01:40Z
254,@AhidCoy,"Rakyat indonesia belum ada dalam berita,mati akibat TBC. Semua hanya pola pemerintah yang mengada ngada supaya rakyat jadi percobaan vaksin",2025-05-16T11:40:20Z
255,@alfashpoetra5093,Saya tak percaya dengan omongan Menkes diatas.... ☝️,2025-05-16T11:38:12Z
256,@agustri4576,"MAKANYA...JADILAH RAKYAT DI NEGERI MISKIN/BERKEMBANG LEBIH SEDIKIT MIKIIIIR (MINIMAL MIKIR APAPUN YG BAKAL TERJADI TETEP KELUARGA/ORANG TERDEKAT PILIHAN UTAMA YG HARUS DI JAGA/DI LINDUNGI)...<br><br><a href=""http://www.youtube.com/results?search_query=%23waspada"">#WASPADA</a> DAN TETAP SENANTIASA WASPADA..!!",2025-05-16T10:10:27Z
257,@DwiWati-su1nm,Ulo sowo,2025-05-16T10:00:23Z
258,@AimanNurrohman-t5s,Preeettt😂,2025-05-16T09:43:39Z
259,@AmelTiara-zz5lk,Contoh vaksin.orang fluu d bilang Corona..nanti besok orang batuk d vonis TBC..bikin susah aja pak..manusia pasti mati pak..tiap menit tiap jam dan tiap hari pasti ada orang yg mati.tapi bukan karna TBC.,2025-05-16T09:10:48Z
260,@AmelTiara-zz5lk,Intinya skarang itu pak.lapangan pekerjaan.upah yg layak..biar kita ini bisa makan enak..buat apa vaksin yg ujung ujung nya kita d suruh bayar..janga slalu d takut takuti.,2025-05-16T09:04:24Z
261,@Adzkia6708,"Tbc banyak menjangkiti negara miskin,lalu..<br>World bank mengeluarkan data indonesia negara miskin,selanjutnya..<br>Bill gate datang menetapkan indonesia sbg uji coba.<br>Hmm,, kayaknya memang sudah terencana",2025-05-16T09:03:30Z
262,@MasKuri-j4y,Ini bagemana ada vaksin lagi dulu dah ada mengaoa mau di ada kan vaksin lagi rakyat dah semua vaksin dulu 4 kali vaksin mengapa rakyat mau di vaksin lagi tuk apa ini vaksin lagi ni rakyat masarakat dah gak mau lagi vaksin,2025-05-16T08:59:09Z
263,@atthayaraishakids7390,Faksin memperbanyak kebodohan dengan cairan melemahkan fungsi berpikir otak... Jadi gak maju maju negara ini,2025-05-16T08:23:21Z
264,@ernisundari2466,Saya gak vaksin Covid ...sehat2 aja ya...TBC kan Indonesia bisa atasi..kenapa hrs dari asing..???..uji coba lagi...masyarakat dah trauma dgn vaksin...dipaksa2...ditakut2 in..gak boleh ini itu..stress..kapan rakyat bisa merdeka...silakan kalau mau vaksin tapi jangan paksa2 kalau gk mau...apakah karena hibah??,2025-05-16T07:13:16Z
265,@bayusidojoyo5725,Tolak vaksin pokoke... 😊 ra butuh,2025-05-16T07:10:17Z
266,@mahmudlagunyaokbangatgakay8836,"Bener kata bu siti fadilah,bapak ini bukan dokter jd jgn ngomongin masalah farmasi dan kesehatan.<br>Indonesia ini bukan negara miskin pak.",2025-05-16T07:05:07Z
